1.6432; 0.3005; 1.2807; 0.5104
1.1042; 0.6537; 1.0233; 0.7708
0.895; 0.7972; 0.9268; 0.8125
0.8046; 0.8556; 0.8642; 0.8333
0.7497; 0.8854; 0.8361; 0.8125
0.7153; 0.9174; 0.8017; 0.8125
0.6779; 0.9107; 0.7739; 0.8333
0.6702; 0.9152; 0.7536; 0.8542
0.6481; 0.9237; 0.7434; 0.8646
0.6325; 0.9404; 0.7283; 0.8646
loss0.698559582233429_acc0.8925619721412659
